Cod,Region/Country/Area,Year,Series,Value,Footnotes
630,Puerto Rico,2017,Intentional homicide rates per 100K,23,
630,Puerto Rico,2017,Percentage of male and female intentional homicide victims- Male,45.9,
630,Puerto Rico,2017,Percentage of male and female intentional homicide victims- Female,2.2,
630,Puerto Rico,2017,Assault rate per 100K population,120.6,
630,Puerto Rico,2017,Kidnapping at the national level- rate per 100K,0.9,
630,Puerto Rico,2017,Theft at the national level- rate per 100K population,620.6,
630,Puerto Rico,2017,Robbery at the national level- rate per 100K population,96.6,
630,Puerto Rico,2017,Total Sexual Violence at the national level- rate per 100K,37.7,
630,Puerto Rico,2018,Intentional homicide rates per 100K,21.1,
630,Puerto Rico,2018,Percentage of male and female intentional homicide victims- Male,40.8,
630,Puerto Rico,2018,Percentage of male and female intentional homicide victims- Female,3.2,
630,Puerto Rico,2018,Assault rate per 100K population,108.5,
630,Puerto Rico,2018,Theft at the national level- rate per 100K population,514.6,
634,Qatar,2004,Intentional homicide rates per 100K,0.7,
634,Qatar,2004,Percentage of male and female intentional homicide victims- Male,0.8,
634,Qatar,2004,Percentage of male and female intentional homicide victims- Female,0.4,
634,Qatar,2004,Assault rate per 100K population,39.6,
634,Qatar,2004,Kidnapping at the national level- rate per 100K,0.8,
634,Qatar,2004,Theft at the national level- rate per 100K population,97.4,
634,Qatar,2005,Intentional homicide rates per 100K,0.7,
634,Qatar,2005,Percentage of male and female intentional homicide victims- Male,0.3,
634,Qatar,2005,Percentage of male and female intentional homicide victims- Female,1.4,
634,Qatar,2005,Theft at the national level- rate per 100K population,103.7,
634,Qatar,2006,Intentional homicide rates per 100K,0.5,
634,Qatar,2006,Percentage of male and female intentional homicide victims- Male,0.6,
634,Qatar,2006,Percentage of male and female intentional homicide victims- Female,0.3,
634,Qatar,2006,Theft at the national level- rate per 100K population,102,
634,Qatar,2010,Intentional homicide rates per 100K,0.2,
634,Qatar,2010,Percentage of male and female intentional homicide victims- Male,0.3,
634,Qatar,2010,Percentage of male and female intentional homicide victims- Female,0,
634,Qatar,2014,Intentional homicide rates per 100K,0.4,
634,Qatar,2014,Percentage of male and female intentional homicide victims- Male,0.4,
634,Qatar,2014,Percentage of male and female intentional homicide victims- Female,0.3,
410,Republic of Korea,2005,Intentional homicide rates per 100K,0.8,
410,Republic of Korea,2005,Theft at the national level- rate per 100K population,387.6,
410,Republic of Korea,2010,Intentional homicide rates per 100K,1,
410,Republic of Korea,2010,Assault rate per 100K population,590.1,
410,Republic of Korea,2010,Kidnapping at the national level- rate per 100K,0.4,
410,Republic of Korea,2010,Theft at the national level- rate per 100K population,543.8,
410,Republic of Korea,2010,Robbery at the national level- rate per 100K population,8.9,
410,Republic of Korea,2010,Total Sexual Violence at the national level- rate per 100K,36.8,
410,Republic of Korea,2017,Intentional homicide rates per 100K,0.6,
410,Republic of Korea,2017,Percentage of male and female intentional homicide victims- Male,0.6,
410,Republic of Korea,2017,Percentage of male and female intentional homicide victims- Female,0.6,
410,Republic of Korea,2017,Assault rate per 100K population,87.3,
410,Republic of Korea,2017,Kidnapping at the national level- rate per 100K,0.1,
410,Republic of Korea,2017,Theft at the national level- rate per 100K population,359.6,
410,Republic of Korea,2017,Robbery at the national level- rate per 100K population,1.9,
410,Republic of Korea,2017,Total Sexual Violence at the national level- rate per 100K,47.2,
410,Republic of Korea,2018,Intentional homicide rates per 100K,0.6,
410,Republic of Korea,2018,Percentage of male and female intentional homicide victims- Male,0.6,
410,Republic of Korea,2018,Percentage of male and female intentional homicide victims- Female,0.6,
410,Republic of Korea,2018,Assault rate per 100K population,103.3,
410,Republic of Korea,2018,Kidnapping at the national level- rate per 100K,0.1,
410,Republic of Korea,2018,Theft at the national level- rate per 100K population,345.5,
498,Republic of Moldova,2005,Intentional homicide rates per 100K,7.1,
498,Republic of Moldova,2005,Percentage of male and female intentional homicide victims- Male,9.8,
498,Republic of Moldova,2005,Percentage of male and female intentional homicide victims- Female,4.6,
498,Republic of Moldova,2005,Assault rate per 100K population,9.5,
498,Republic of Moldova,2005,Kidnapping at the national level- rate per 100K,0.4,
498,Republic of Moldova,2005,Theft at the national level- rate per 100K population,276.6,
498,Republic of Moldova,2005,Total Sexual Violence at the national level- rate per 100K,9.4,
498,Republic of Moldova,2010,Intentional homicide rates per 100K,6.5,
498,Republic of Moldova,2010,Percentage of male and female intentional homicide victims- Male,8.3,
498,Republic of Moldova,2010,Percentage of male and female intentional homicide victims- Female,4.8,
498,Republic of Moldova,2010,Assault rate per 100K population,10.2,
498,Republic of Moldova,2010,Kidnapping at the national level- rate per 100K,0.9,
498,Republic of Moldova,2010,Theft at the national level- rate per 100K population,334,
498,Republic of Moldova,2010,Robbery at the national level- rate per 100K population,4.5,
498,Republic of Moldova,2010,Total Sexual Violence at the national level- rate per 100K,13.6,
498,Republic of Moldova,2014,Intentional homicide rates per 100K,4.3,
498,Republic of Moldova,2014,Percentage of male and female intentional homicide victims- Male,7.4,
498,Republic of Moldova,2014,Percentage of male and female intentional homicide victims- Female,1.5,
498,Republic of Moldova,2014,Assault rate per 100K population,7.9,
498,Republic of Moldova,2014,Kidnapping at the national level- rate per 100K,2.2,
498,Republic of Moldova,2014,Theft at the national level- rate per 100K population,410.7,
498,Republic of Moldova,2014,Robbery at the national level- rate per 100K population,3.1,
498,Republic of Moldova,2014,Total Sexual Violence at the national level- rate per 100K,15.9,
498,Republic of Moldova,2017,Intentional homicide rates per 100K,3.5,
498,Republic of Moldova,2017,Percentage of male and female intentional homicide victims- Male,5.4,
498,Republic of Moldova,2017,Percentage of male and female intentional homicide victims- Female,1.7,
498,Republic of Moldova,2017,Assault rate per 100K population,5.8,
498,Republic of Moldova,2017,Total Sexual Violence at the national level- rate per 100K,15.1,
498,Republic of Moldova,2018,Intentional homicide rates per 100K,4.1,
498,Republic of Moldova,2018,Percentage of male and female intentional homicide victims- Male,6.6,
498,Republic of Moldova,2018,Percentage of male and female intentional homicide victims- Female,1.8,
498,Republic of Moldova,2018,Assault rate per 100K population,5.1,
638,Réunion,2005,Intentional homicide rates per 100K,3.2,
638,Réunion,2005,Percentage of male and female intentional homicide victims- Male,4.5,
638,Réunion,2005,Percentage of male and female intentional homicide victims- Female,1.8,
638,Réunion,2009,Intentional homicide rates per 100K,1.8,
638,Réunion,2009,Percentage of male and female intentional homicide victims- Male,2.3,
638,Réunion,2009,Percentage of male and female intentional homicide victims- Female,1.4,
642,Romania,2005,Intentional homicide rates per 100K,2,
642,Romania,2005,Percentage of male and female intentional homicide victims- Male,2.7,
642,Romania,2005,Percentage of male and female intentional homicide victims- Female,1.4,
642,Romania,2005,Assault rate per 100K population,41.6,
642,Romania,2005,Kidnapping at the national level- rate per 100K,1.3,
642,Romania,2005,Theft at the national level- rate per 100K population,201.7,
642,Romania,2010,Intentional homicide rates per 100K,1.3,
642,Romania,2010,Percentage of male and female intentional homicide victims- Male,1.8,
642,Romania,2010,Percentage of male and female intentional homicide victims- Female,0.9,
642,Romania,2010,Assault rate per 100K population,60.1,
642,Romania,2010,Kidnapping at the national level- rate per 100K,1.6,
642,Romania,2010,Theft at the national level- rate per 100K population,238.5,
642,Romania,2010,Robbery at the national level- rate per 100K population,12.1,
642,Romania,2010,Total Sexual Violence at the national level- rate per 100K,7.3,
642,Romania,2017,Intentional homicide rates per 100K,1.3,
642,Romania,2017,Percentage of male and female intentional homicide victims- Male,1.7,
642,Romania,2017,Percentage of male and female intentional homicide victims- Female,0.9,
642,Romania,2017,Assault rate per 100K population,1.4,
642,Romania,2017,Kidnapping at the national level- rate per 100K,1.6,
642,Romania,2017,Theft at the national level- rate per 100K population,489.2,
642,Romania,2017,Robbery at the national level- rate per 100K population,16.1,
642,Romania,2017,Total Sexual Violence at the national level- rate per 100K,7.8,
642,Romania,2018,Intentional homicide rates per 100K,1.3,
642,Romania,2018,Percentage of male and female intentional homicide victims- Male,1.8,
642,Romania,2018,Percentage of male and female intentional homicide victims- Female,0.8,
642,Romania,2018,Assault rate per 100K population,1.3,
642,Romania,2018,Kidnapping at the national level- rate per 100K,1.6,
642,Romania,2018,Theft at the national level- rate per 100K population,514.7,
643,Russian Federation,2005,Intentional homicide rates per 100K,24.8,
643,Russian Federation,2005,Percentage of male and female intentional homicide victims- Male,40.1,
643,Russian Federation,2005,Percentage of male and female intentional homicide victims- Female,11.5,
643,Russian Federation,2005,Assault rate per 100K population,40.3,
643,Russian Federation,2005,Kidnapping at the national level- rate per 100K,0.8,
643,Russian Federation,2005,Theft at the national level- rate per 100K population,"1,094.90",
643,Russian Federation,2005,Total Sexual Violence at the national level- rate per 100K,12.9,
643,Russian Federation,2010,Intentional homicide rates per 100K,11.6,
643,Russian Federation,2010,Percentage of male and female intentional homicide victims- Male,18.5,
643,Russian Federation,2010,Percentage of male and female intentional homicide victims- Female,5.7,
643,Russian Federation,2010,Assault rate per 100K population,21.2,
643,Russian Federation,2010,Kidnapping at the national level- rate per 100K,0.4,
643,Russian Federation,2010,Theft at the national level- rate per 100K population,772.5,
643,Russian Federation,2010,Robbery at the national level- rate per 100K population,114.7,
643,Russian Federation,2010,Total Sexual Violence at the national level- rate per 100K,10.6,
643,Russian Federation,2017,Intentional homicide rates per 100K,9.1,
643,Russian Federation,2017,Percentage of male and female intentional homicide victims- Male,14.5,
643,Russian Federation,2017,Percentage of male and female intentional homicide victims- Female,4.5,
643,Russian Federation,2017,Assault rate per 100K population,16,
643,Russian Federation,2017,Kidnapping at the national level- rate per 100K,0.2,
643,Russian Federation,2017,Theft at the national level- rate per 100K population,453.3,
643,Russian Federation,2017,Robbery at the national level- rate per 100K population,6.3,
643,Russian Federation,2017,Total Sexual Violence at the national level- rate per 100K,11.6,
643,Russian Federation,2018,Intentional homicide rates per 100K,8.2,
643,Russian Federation,2018,Percentage of male and female intentional homicide victims- Male,13,
643,Russian Federation,2018,Percentage of male and female intentional homicide victims- Female,4.1,
643,Russian Federation,2018,Assault rate per 100K population,15.2,
643,Russian Federation,2018,Kidnapping at the national level- rate per 100K,0.2,
643,Russian Federation,2018,Theft at the national level- rate per 100K population,445,
646,Rwanda,2010,Intentional homicide rates per 100K,2.9,
646,Rwanda,2010,Assault rate per 100K population,20,
646,Rwanda,2010,Kidnapping at the national level- rate per 100K,0.1,
646,Rwanda,2010,Robbery at the national level- rate per 100K population,20.6,
646,Rwanda,2013,Intentional homicide rates per 100K,3.3,
646,Rwanda,2013,Assault rate per 100K population,30.5,
646,Rwanda,2013,Kidnapping at the national level- rate per 100K,0.2,
646,Rwanda,2013,Robbery at the national level- rate per 100K population,25.6,
646,Rwanda,2013,Total Sexual Violence at the national level- rate per 100K,16,
646,Rwanda,2015,Intentional homicide rates per 100K,2.6,
654,Saint Helena,2005,Intentional homicide rates per 100K,0,
654,Saint Helena,2009,Intentional homicide rates per 100K,0,
659,Saint Kitts and Nevis,2004,Intentional homicide rates per 100K,23.7,
659,Saint Kitts and Nevis,2004,Percentage of male and female intentional homicide victims- Female,0,
659,Saint Kitts and Nevis,2005,Intentional homicide rates per 100K,17.1,
659,Saint Kitts and Nevis,2010,Intentional homicide rates per 100K,42.8,
659,Saint Kitts and Nevis,2010,Assault rate per 100K population,316.3,
659,Saint Kitts and Nevis,2010,Kidnapping at the national level- rate per 100K,4.1,
659,Saint Kitts and Nevis,2010,Theft at the national level- rate per 100K population,"1,087.50",
659,Saint Kitts and Nevis,2010,Robbery at the national level- rate per 100K population,177.5,
659,Saint Kitts and Nevis,2010,Total Sexual Violence at the national level- rate per 100K,126.5,
659,Saint Kitts and Nevis,2011,Intentional homicide rates per 100K,68.8,
659,Saint Kitts and Nevis,2011,Assault rate per 100K population,277.1,
659,Saint Kitts and Nevis,2011,Kidnapping at the national level- rate per 100K,6.1,
659,Saint Kitts and Nevis,2011,Theft at the national level- rate per 100K population,993.1,
659,Saint Kitts and Nevis,2011,Robbery at the national level- rate per 100K population,133.5,
659,Saint Kitts and Nevis,2011,Total Sexual Violence at the national level- rate per 100K,129.4,
659,Saint Kitts and Nevis,2012,Intentional homicide rates per 100K,36.1,
662,Saint Lucia,2004,Intentional homicide rates per 100K,22.9,
662,Saint Lucia,2004,Percentage of male and female intentional homicide victims- Male,41.7,
662,Saint Lucia,2004,Percentage of male and female intentional homicide victims- Female,4.7,
662,Saint Lucia,2005,Intentional homicide rates per 100K,25.1,
662,Saint Lucia,2010,Intentional homicide rates per 100K,25.3,
662,Saint Lucia,2010,Percentage of male and female intentional homicide victims- Male,44.9,
662,Saint Lucia,2010,Percentage of male and female intentional homicide victims- Female,6.2,
662,Saint Lucia,2018,Intentional homicide rates per 100K,21.4,
662,Saint Lucia,2018,Percentage of male and female intentional homicide victims- Male,39.1,
662,Saint Lucia,2018,Percentage of male and female intentional homicide victims- Female,4.3,
663,Saint Martin (French part),2016,Intentional homicide rates per 100K,27.7,
666,Saint Pierre and Miquelon,2006,Intentional homicide rates per 100K,0,
666,Saint Pierre and Miquelon,2006,Percentage of male and female intentional homicide victims- Male,0,
666,Saint Pierre and Miquelon,2006,Percentage of male and female intentional homicide victims- Female,0,
666,Saint Pierre and Miquelon,2009,Intentional homicide rates per 100K,15.8,
670,Saint Vincent & Grenadines,2005,Intentional homicide rates per 100K,23.9,
670,Saint Vincent & Grenadines,2005,Percentage of male and female intentional homicide victims- Male,34.6,
670,Saint Vincent & Grenadines,2005,Percentage of male and female intentional homicide victims- Female,13,
670,Saint Vincent & Grenadines,2005,Assault rate per 100K population,"1,152.70",
670,Saint Vincent & Grenadines,2005,Kidnapping at the national level- rate per 100K,1.8,
670,Saint Vincent & Grenadines,2005,Theft at the national level- rate per 100K population,"1,779.60",
670,Saint Vincent & Grenadines,2005,Total Sexual Violence at the national level- rate per 100K,105,
670,Saint Vincent & Grenadines,2010,Intentional homicide rates per 100K,23.1,
670,Saint Vincent & Grenadines,2010,Percentage of male and female intentional homicide victims- Male,39.9,
670,Saint Vincent & Grenadines,2010,Percentage of male and female intentional homicide victims- Female,5.6,
670,Saint Vincent & Grenadines,2010,Assault rate per 100K population,"1,209.10",
670,Saint Vincent & Grenadines,2010,Kidnapping at the national level- rate per 100K,1.8,
670,Saint Vincent & Grenadines,2010,Theft at the national level- rate per 100K population,"1,756.00",
670,Saint Vincent & Grenadines,2010,Robbery at the national level- rate per 100K population,108.1,
670,Saint Vincent & Grenadines,2010,Total Sexual Violence at the national level- rate per 100K,155.2,
670,Saint Vincent & Grenadines,2012,Intentional homicide rates per 100K,25.8,
670,Saint Vincent & Grenadines,2012,Assault rate per 100K population,"1,025.50",
670,Saint Vincent & Grenadines,2012,Kidnapping at the national level- rate per 100K,3.7,
670,Saint Vincent & Grenadines,2012,Theft at the national level- rate per 100K population,"1,939.40",
670,Saint Vincent & Grenadines,2012,Robbery at the national level- rate per 100K population,147.6,
670,Saint Vincent & Grenadines,2012,Total Sexual Violence at the national level- rate per 100K,161.4,
670,Saint Vincent & Grenadines,2016,Intentional homicide rates per 100K,36.5,
670,Saint Vincent & Grenadines,2016,Percentage of male and female intentional homicide victims- Male,64.6,
670,Saint Vincent & Grenadines,2016,Percentage of male and female intentional homicide victims- Female,7.4,
670,Saint Vincent & Grenadines,2016,Assault rate per 100K population,750,
670,Saint Vincent & Grenadines,2016,Kidnapping at the national level- rate per 100K,8.2,
670,Saint Vincent & Grenadines,2016,Robbery at the national level- rate per 100K population,72.2,
670,Saint Vincent & Grenadines,2016,Total Sexual Violence at the national level- rate per 100K,98.7,
882,Samoa,2010,Intentional homicide rates per 100K,8.6,
882,Samoa,2013,Intentional homicide rates per 100K,3.1,
674,San Marino,2005,Intentional homicide rates per 100K,0,
674,San Marino,2005,Percentage of male and female intentional homicide victims- Male,0,
674,San Marino,2005,Percentage of male and female intentional homicide victims- Female,0,
674,San Marino,2010,Intentional homicide rates per 100K,0,
674,San Marino,2010,Percentage of male and female intentional homicide victims- Male,0,
674,San Marino,2010,Percentage of male and female intentional homicide victims- Female,0,
674,San Marino,2011,Intentional homicide rates per 100K,0,
674,San Marino,2011,Percentage of male and female intentional homicide victims- Male,0,
674,San Marino,2011,Percentage of male and female intentional homicide victims- Female,0,
678,Sao Tome and Principe,2004,Assault rate per 100K population,0.7,
678,Sao Tome and Principe,2010,Intentional homicide rates per 100K,3.3,
678,Sao Tome and Principe,2010,Percentage of male and female intentional homicide victims- Male,0,
678,Sao Tome and Principe,2010,Percentage of male and female intentional homicide victims- Female,0,
678,Sao Tome and Principe,2010,Assault rate per 100K population,0,
678,Sao Tome and Principe,2010,Kidnapping at the national level- rate per 100K,0,
678,Sao Tome and Principe,2010,Theft at the national level- rate per 100K population,8.9,
678,Sao Tome and Principe,2010,Robbery at the national level- rate per 100K population,0.6,
678,Sao Tome and Principe,2010,Total Sexual Violence at the national level- rate per 100K,0,
678,Sao Tome and Principe,2011,Intentional homicide rates per 100K,3.3,
678,Sao Tome and Principe,2011,Percentage of male and female intentional homicide victims- Male,0,
678,Sao Tome and Principe,2011,Percentage of male and female intentional homicide victims- Female,0,
678,Sao Tome and Principe,2011,Assault rate per 100K population,2.2,
678,Sao Tome and Principe,2011,Kidnapping at the national level- rate per 100K,0,
678,Sao Tome and Principe,2011,Theft at the national level- rate per 100K population,10.8,
678,Sao Tome and Principe,2011,Robbery at the national level- rate per 100K population,0.5,
678,Sao Tome and Principe,2011,Total Sexual Violence at the national level- rate per 100K,0,
682,Saudi Arabia,2005,Intentional homicide rates per 100K,1.2,
682,Saudi Arabia,2007,Intentional homicide rates per 100K,1.1,
682,Saudi Arabia,2015,Intentional homicide rates per 100K,1.5,
682,Saudi Arabia,2015,Assault rate per 100K population,1.4,
682,Saudi Arabia,2015,Total Sexual Violence at the national level- rate per 100K,0.1,
682,Saudi Arabia,2017,Intentional homicide rates per 100K,1.3,
682,Saudi Arabia,2017,Percentage of male and female intentional homicide victims- Male,2,
682,Saudi Arabia,2017,Percentage of male and female intentional homicide victims- Female,0.3,
682,Saudi Arabia,2017,Assault rate per 100K population,5.6,
682,Saudi Arabia,2017,Kidnapping at the national level- rate per 100K,1.8,
682,Saudi Arabia,2017,Robbery at the national level- rate per 100K population,9.3,
686,Senegal,2005,Assault rate per 100K population,2.5,
686,Senegal,2010,Assault rate per 100K population,2.4,
686,Senegal,2010,Theft at the national level- rate per 100K population,19.7,
686,Senegal,2010,Robbery at the national level- rate per 100K population,19.7,
686,Senegal,2015,Intentional homicide rates per 100K,0.3,
686,Senegal,2015,Kidnapping at the national level- rate per 100K,0,
686,Senegal,2015,Theft at the national level- rate per 100K population,17.2,
686,Senegal,2015,Robbery at the national level- rate per 100K population,17.2,
686,Senegal,2015,Total Sexual Violence at the national level- rate per 100K,1.7,
686,Senegal,2016,Total Sexual Violence at the national level- rate per 100K,0.9,
688,Serbia,2005,Intentional homicide rates per 100K,1.6,
688,Serbia,2005,Percentage of male and female intentional homicide victims- Male,2.3,
688,Serbia,2005,Percentage of male and female intentional homicide victims- Female,1,
688,Serbia,2005,Assault rate per 100K population,17.6,
688,Serbia,2005,Kidnapping at the national level- rate per 100K,0.3,
688,Serbia,2005,Theft at the national level- rate per 100K population,182.4,
688,Serbia,2005,Total Sexual Violence at the national level- rate per 100K,5.8,
688,Serbia,2010,Intentional homicide rates per 100K,1.4,
688,Serbia,2010,Percentage of male and female intentional homicide victims- Male,2,
688,Serbia,2010,Percentage of male and female intentional homicide victims- Female,0.9,
688,Serbia,2010,Assault rate per 100K population,15.5,
688,Serbia,2010,Kidnapping at the national level- rate per 100K,0.2,
688,Serbia,2010,Theft at the national level- rate per 100K population,177,
688,Serbia,2010,Robbery at the national level- rate per 100K population,40.3,
688,Serbia,2010,Total Sexual Violence at the national level- rate per 100K,5.5,
688,Serbia,2017,Intentional homicide rates per 100K,1.1,
688,Serbia,2017,Percentage of male and female intentional homicide victims- Male,1.5,
688,Serbia,2017,Percentage of male and female intentional homicide victims- Female,0.6,
688,Serbia,2017,Assault rate per 100K population,14.6,
688,Serbia,2017,Kidnapping at the national level- rate per 100K,0.1,
688,Serbia,2017,Theft at the national level- rate per 100K population,235.2,
688,Serbia,2017,Robbery at the national level- rate per 100K population,20.7,
688,Serbia,2017,Total Sexual Violence at the national level- rate per 100K,3.5,
688,Serbia,2018,Intentional homicide rates per 100K,1.2,
688,Serbia,2018,Percentage of male and female intentional homicide victims- Male,1.9,
688,Serbia,2018,Percentage of male and female intentional homicide victims- Female,0.6,
688,Serbia,2018,Assault rate per 100K population,13.9,
688,Serbia,2018,Kidnapping at the national level- rate per 100K,0.2,
688,Serbia,2018,Theft at the national level- rate per 100K population,215.5,
690,Seychelles,2004,Intentional homicide rates per 100K,11.4,
690,Seychelles,2004,Percentage of male and female intentional homicide victims- Male,18.8,
690,Seychelles,2004,Percentage of male and female intentional homicide victims- Female,4.1,
690,Seychelles,2010,Intentional homicide rates per 100K,9.9,
690,Seychelles,2010,Percentage of male and female intentional homicide victims- Male,16.4,
690,Seychelles,2010,Percentage of male and female intentional homicide victims- Female,2.9,
690,Seychelles,2014,Intentional homicide rates per 100K,17,
690,Seychelles,2014,Percentage of male and female intentional homicide victims- Male,27.9,
690,Seychelles,2014,Percentage of male and female intentional homicide victims- Female,5.4,
690,Seychelles,2016,Intentional homicide rates per 100K,12.5,
694,Sierra Leone,2005,Intentional homicide rates per 100K,1.8,
694,Sierra Leone,2008,Intentional homicide rates per 100K,3,
694,Sierra Leone,2008,Assault rate per 100K population,324,
694,Sierra Leone,2008,Theft at the national level- rate per 100K population,171.3,
694,Sierra Leone,2008,Total Sexual Violence at the national level- rate per 100K,10.2,
694,Sierra Leone,2010,Intentional homicide rates per 100K,2.5,
694,Sierra Leone,2015,Intentional homicide rates per 100K,1.7,
702,Singapore,2005,Intentional homicide rates per 100K,0.5,
702,Singapore,2005,Assault rate per 100K population,14.2,
702,Singapore,2005,Kidnapping at the national level- rate per 100K,0,
702,Singapore,2005,Theft at the national level- rate per 100K population,496.2,
702,Singapore,2010,Intentional homicide rates per 100K,0.4,
702,Singapore,2010,Percentage of male and female intentional homicide victims- Male,0.6,
702,Singapore,2010,Percentage of male and female intentional homicide victims- Female,0.1,
702,Singapore,2010,Assault rate per 100K population,8.4,
702,Singapore,2010,Kidnapping at the national level- rate per 100K,0,
702,Singapore,2010,Theft at the national level- rate per 100K population,356.1,
702,Singapore,2010,Robbery at the national level- rate per 100K population,10.1,
702,Singapore,2010,Total Sexual Violence at the national level- rate per 100K,30.8,
702,Singapore,2011,Intentional homicide rates per 100K,0.3,
702,Singapore,2011,Percentage of male and female intentional homicide victims- Male,0.4,
702,Singapore,2011,Percentage of male and female intentional homicide victims- Female,0.2,
702,Singapore,2011,Assault rate per 100K population,7.7,
702,Singapore,2011,Kidnapping at the national level- rate per 100K,0,
702,Singapore,2011,Theft at the national level- rate per 100K population,327.7,
702,Singapore,2011,Robbery at the national level- rate per 100K population,7.5,
702,Singapore,2011,Total Sexual Violence at the national level- rate per 100K,29.4,
702,Singapore,2017,Intentional homicide rates per 100K,0.2,
702,Singapore,2017,Percentage of male and female intentional homicide victims- Male,0.2,
702,Singapore,2017,Percentage of male and female intentional homicide victims- Female,0.2,
702,Singapore,2017,Assault rate per 100K population,7.4,
702,Singapore,2017,Theft at the national level- rate per 100K population,228.2,
702,Singapore,2017,Robbery at the national level- rate per 100K population,1.2,
702,Singapore,2017,Total Sexual Violence at the national level- rate per 100K,30.6,
702,Singapore,2018,Intentional homicide rates per 100K,0.2,
702,Singapore,2018,Percentage of male and female intentional homicide victims- Male,0.1,
702,Singapore,2018,Percentage of male and female intentional homicide victims- Female,0.3,
702,Singapore,2018,Assault rate per 100K population,7.6,
702,Singapore,2018,Theft at the national level- rate per 100K population,204.4,
703,Slovakia,2005,Intentional homicide rates per 100K,1.7,
703,Slovakia,2005,Percentage of male and female intentional homicide victims- Male,2.3,
703,Slovakia,2005,Percentage of male and female intentional homicide victims- Female,1.2,
703,Slovakia,2005,Assault rate per 100K population,72.2,
703,Slovakia,2005,Kidnapping at the national level- rate per 100K,0.3,
703,Slovakia,2005,Theft at the national level- rate per 100K population,350,
703,Slovakia,2010,Intentional homicide rates per 100K,1.5,
703,Slovakia,2010,Percentage of male and female intentional homicide victims- Male,1.9,
703,Slovakia,2010,Percentage of male and female intentional homicide victims- Female,1.1,
703,Slovakia,2010,Assault rate per 100K population,44.9,
703,Slovakia,2010,Kidnapping at the national level- rate per 100K,0.1,
703,Slovakia,2010,Theft at the national level- rate per 100K population,452.7,
703,Slovakia,2010,Robbery at the national level- rate per 100K population,22,
703,Slovakia,2010,Total Sexual Violence at the national level- rate per 100K,10.4,
703,Slovakia,2017,Intentional homicide rates per 100K,1.5,
703,Slovakia,2017,Percentage of male and female intentional homicide victims- Male,2.2,
703,Slovakia,2017,Percentage of male and female intentional homicide victims- Female,0.8,
703,Slovakia,2017,Assault rate per 100K population,30.1,
703,Slovakia,2017,Kidnapping at the national level- rate per 100K,1.7,
703,Slovakia,2017,Theft at the national level- rate per 100K population,391.5,
703,Slovakia,2017,Robbery at the national level- rate per 100K population,8.6,
703,Slovakia,2017,Total Sexual Violence at the national level- rate per 100K,12.9,
703,Slovakia,2018,Intentional homicide rates per 100K,1.1,
703,Slovakia,2018,Percentage of male and female intentional homicide victims- Male,1.4,
703,Slovakia,2018,Percentage of male and female intentional homicide victims- Female,0.9,
703,Slovakia,2018,Assault rate per 100K population,29.3,
703,Slovakia,2018,Kidnapping at the national level- rate per 100K,1.7,
703,Slovakia,2018,Theft at the national level- rate per 100K population,331.5,
705,Slovenia,2005,Intentional homicide rates per 100K,1,
705,Slovenia,2005,Percentage of male and female intentional homicide victims- Male,1,
705,Slovenia,2005,Percentage of male and female intentional homicide victims- Female,1,
705,Slovenia,2005,Assault rate per 100K population,115.5,
705,Slovenia,2005,Kidnapping at the national level- rate per 100K,0.2,
705,Slovenia,2005,Theft at the national level- rate per 100K population,"1,478.20",
705,Slovenia,2005,Total Sexual Violence at the national level- rate per 100K,15.6,
705,Slovenia,2010,Intentional homicide rates per 100K,0.7,
705,Slovenia,2010,Percentage of male and female intentional homicide victims- Male,0.7,
705,Slovenia,2010,Percentage of male and female intentional homicide victims- Female,0.8,
705,Slovenia,2010,Assault rate per 100K population,106.8,
705,Slovenia,2010,Kidnapping at the national level- rate per 100K,0.2,
705,Slovenia,2010,Theft at the national level- rate per 100K population,"1,414.90",
705,Slovenia,2010,Robbery at the national level- rate per 100K population,22.7,
705,Slovenia,2010,Total Sexual Violence at the national level- rate per 100K,18.4,
705,Slovenia,2017,Intentional homicide rates per 100K,0.9,
705,Slovenia,2017,Percentage of male and female intentional homicide victims- Male,1,
705,Slovenia,2017,Percentage of male and female intentional homicide victims- Female,0.9,
705,Slovenia,2017,Assault rate per 100K population,67.3,
705,Slovenia,2017,Kidnapping at the national level- rate per 100K,0,
705,Slovenia,2017,Theft at the national level- rate per 100K population,989.2,
705,Slovenia,2017,Robbery at the national level- rate per 100K population,11.5,
705,Slovenia,2017,Total Sexual Violence at the national level- rate per 100K,20.6,
705,Slovenia,2018,Intentional homicide rates per 100K,0.5,
705,Slovenia,2018,Percentage of male and female intentional homicide victims- Male,0.5,
705,Slovenia,2018,Percentage of male and female intentional homicide victims- Female,0.5,
705,Slovenia,2018,Assault rate per 100K population,74.3,
705,Slovenia,2018,Kidnapping at the national level- rate per 100K,0.3,
705,Slovenia,2018,Theft at the national level- rate per 100K population,943.9,
90,Solomon Islands,2005,Intentional homicide rates per 100K,5.5,
90,Solomon Islands,2005,Assault rate per 100K population,258.1,
90,Solomon Islands,2005,Theft at the national level- rate per 100K population,219,
90,Solomon Islands,2005,Total Sexual Violence at the national level- rate per 100K,43.4,
90,Solomon Islands,2008,Intentional homicide rates per 100K,3.8,
90,Solomon Islands,2008,Assault rate per 100K population,217.9,
