Cod,Region/Country/Area,Year,Series,Value
710,South Africa,2005,Unemployment rate - Total,29.3
710,South Africa,2005,Labour force participation - Male,63.9
710,South Africa,2005,Unemployment rate - Male,23.6
710,South Africa,2005,Labour force participation - Female,46.9
710,South Africa,2005,Unemployment rate - Female,36.6
710,South Africa,2010,Labour force participation - Total,52.5
710,South Africa,2010,Unemployment rate - Total,24.7
710,South Africa,2010,Labour force participation - Male,60.4
710,South Africa,2010,Unemployment rate - Male,22.9
710,South Africa,2010,Labour force participation - Female,44.9
710,South Africa,2010,Unemployment rate - Female,27
710,South Africa,2015,Labour force participation - Total,55.4
710,South Africa,2015,Unemployment rate - Total,25.2
710,South Africa,2015,Labour force participation - Male,62.5
710,South Africa,2015,Unemployment rate - Male,23.2
710,South Africa,2015,Labour force participation - Female,48.6
710,South Africa,2015,Unemployment rate - Female,27.5
710,South Africa,2020,Labour force participation - Total,56
710,South Africa,2020,Unemployment rate - Total,28.5
710,South Africa,2020,Labour force participation - Male,62.7
710,South Africa,2020,Unemployment rate - Male,26.5
710,South Africa,2020,Labour force participation - Female,49.7
710,South Africa,2020,Unemployment rate - Female,30.8
728,South Sudan,2005,Labour force participation - Total,73.8
728,South Sudan,2005,Unemployment rate - Total,12.6
728,South Sudan,2005,Labour force participation - Male,77.1
728,South Sudan,2005,Unemployment rate - Male,11.6
728,South Sudan,2005,Labour force participation - Female,70.6
728,South Sudan,2005,Unemployment rate - Female,13.8
728,South Sudan,2010,Labour force participation - Total,73.3
728,South Sudan,2010,Unemployment rate - Total,12.7
728,South Sudan,2010,Labour force participation - Male,76
728,South Sudan,2010,Unemployment rate - Male,11.6
728,South Sudan,2010,Labour force participation - Female,70.6
728,South Sudan,2010,Unemployment rate - Female,13.8
728,South Sudan,2015,Labour force participation - Total,72.6
728,South Sudan,2015,Unemployment rate - Total,12.6
728,South Sudan,2015,Labour force participation - Male,74.6
728,South Sudan,2015,Unemployment rate - Male,11.4
728,South Sudan,2015,Labour force participation - Female,70.7
728,South Sudan,2015,Unemployment rate - Female,13.8
728,South Sudan,2020,Labour force participation - Total,72.4
728,South Sudan,2020,Unemployment rate - Total,12.3
728,South Sudan,2020,Labour force participation - Male,73.8
728,South Sudan,2020,Unemployment rate - Male,11.1
728,South Sudan,2020,Labour force participation - Female,71
728,South Sudan,2020,Unemployment rate - Female,13.4
724,Spain,2005,Labour force participation - Total,56.9
724,Spain,2005,Unemployment rate - Total,9.2
724,Spain,2005,Labour force participation - Male,68
724,Spain,2005,Unemployment rate - Male,7.1
724,Spain,2005,Labour force participation - Female,46.1
724,Spain,2005,Unemployment rate - Female,12
724,Spain,2010,Labour force participation - Total,59.3
724,Spain,2010,Unemployment rate - Total,19.9
724,Spain,2010,Labour force participation - Male,67.2
724,Spain,2010,Unemployment rate - Male,19.6
724,Spain,2010,Labour force participation - Female,51.7
724,Spain,2010,Unemployment rate - Female,20.2
724,Spain,2015,Labour force participation - Total,58.5
724,Spain,2015,Unemployment rate - Total,22.1
724,Spain,2015,Labour force participation - Male,64.7
724,Spain,2015,Unemployment rate - Male,20.8
724,Spain,2015,Labour force participation - Female,52.6
724,Spain,2015,Unemployment rate - Female,23.6
724,Spain,2020,Labour force participation - Total,57.2
724,Spain,2020,Unemployment rate - Total,13
724,Spain,2020,Labour force participation - Male,63
724,Spain,2020,Unemployment rate - Male,10.8
724,Spain,2020,Labour force participation - Female,51.6
724,Spain,2020,Unemployment rate - Female,15.6
144,Sri Lanka,2005,Labour force participation - Total,56.4
144,Sri Lanka,2005,Unemployment rate - Total,7.7
144,Sri Lanka,2005,Labour force participation - Male,76.8
144,Sri Lanka,2005,Unemployment rate - Male,5.6
144,Sri Lanka,2005,Labour force participation - Female,36.9
144,Sri Lanka,2005,Unemployment rate - Female,11.9
144,Sri Lanka,2010,Labour force participation - Total,54.6
144,Sri Lanka,2010,Unemployment rate - Total,4.8
144,Sri Lanka,2010,Labour force participation - Male,76.5
144,Sri Lanka,2010,Unemployment rate - Male,3.5
144,Sri Lanka,2010,Labour force participation - Female,34.4
144,Sri Lanka,2010,Unemployment rate - Female,7.5
144,Sri Lanka,2015,Labour force participation - Total,54.8
144,Sri Lanka,2015,Unemployment rate - Total,4.5
144,Sri Lanka,2015,Labour force participation - Male,75.8
144,Sri Lanka,2015,Unemployment rate - Male,3
144,Sri Lanka,2015,Labour force participation - Female,35.7
144,Sri Lanka,2015,Unemployment rate - Female,7.5
144,Sri Lanka,2020,Labour force participation - Total,53.7
144,Sri Lanka,2020,Unemployment rate - Total,4.2
144,Sri Lanka,2020,Labour force participation - Male,74.3
144,Sri Lanka,2020,Unemployment rate - Male,2.9
144,Sri Lanka,2020,Labour force participation - Female,35.3
144,Sri Lanka,2020,Unemployment rate - Female,6.6
275,State of Palestine,2005,Labour force participation - Total,38.9
275,State of Palestine,2005,Unemployment rate - Total,20
275,State of Palestine,2005,Labour force participation - Male,64.5
275,State of Palestine,2005,Unemployment rate - Male,20.7
275,State of Palestine,2005,Labour force participation - Female,12.7
275,State of Palestine,2005,Unemployment rate - Female,16.7
275,State of Palestine,2010,Labour force participation - Total,39.5
275,State of Palestine,2010,Unemployment rate - Total,21.4
275,State of Palestine,2010,Labour force participation - Male,64.7
275,State of Palestine,2010,Unemployment rate - Male,21.4
275,State of Palestine,2010,Labour force participation - Female,13.8
275,State of Palestine,2010,Unemployment rate - Female,21.6
275,State of Palestine,2015,Labour force participation - Total,43.7
275,State of Palestine,2015,Unemployment rate - Total,23
275,State of Palestine,2015,Labour force participation - Male,69.2
275,State of Palestine,2015,Unemployment rate - Male,20.2
275,State of Palestine,2015,Labour force participation - Female,17.6
275,State of Palestine,2015,Unemployment rate - Female,34.3
275,State of Palestine,2020,Labour force participation - Total,44.1
275,State of Palestine,2020,Unemployment rate - Total,26.1
275,State of Palestine,2020,Labour force participation - Male,69.8
275,State of Palestine,2020,Unemployment rate - Male,22.4
275,State of Palestine,2020,Labour force participation - Female,17.9
275,State of Palestine,2020,Unemployment rate - Female,40.6
729,Sudan,2005,Labour force participation - Total,50.5
729,Sudan,2005,Unemployment rate - Total,15.3
729,Sudan,2005,Labour force participation - Male,73.1
729,Sudan,2005,Unemployment rate - Male,13.4
729,Sudan,2005,Labour force participation - Female,28.2
729,Sudan,2005,Unemployment rate - Female,20.2
729,Sudan,2010,Labour force participation - Total,49.4
729,Sudan,2010,Unemployment rate - Total,15.2
729,Sudan,2010,Labour force participation - Male,71.3
729,Sudan,2010,Unemployment rate - Male,10.5
729,Sudan,2010,Labour force participation - Female,28.1
729,Sudan,2010,Unemployment rate - Female,26.8
729,Sudan,2015,Labour force participation - Total,48.7
729,Sudan,2015,Unemployment rate - Total,17.3
729,Sudan,2015,Labour force participation - Male,69.2
729,Sudan,2015,Unemployment rate - Male,11.9
729,Sudan,2015,Labour force participation - Female,28.6
729,Sudan,2015,Unemployment rate - Female,30
729,Sudan,2020,Labour force participation - Total,48.4
729,Sudan,2020,Unemployment rate - Total,16.6
729,Sudan,2020,Labour force participation - Male,68.1
729,Sudan,2020,Unemployment rate - Male,12
729,Sudan,2020,Labour force participation - Female,29.1
729,Sudan,2020,Unemployment rate - Female,27.2
740,Suriname,2005,Labour force participation - Total,50.8
740,Suriname,2005,Unemployment rate - Total,9.3
740,Suriname,2005,Labour force participation - Male,65.1
740,Suriname,2005,Unemployment rate - Male,5.8
740,Suriname,2005,Labour force participation - Female,36.6
740,Suriname,2005,Unemployment rate - Female,15.4
740,Suriname,2010,Labour force participation - Total,51.5
740,Suriname,2010,Unemployment rate - Total,7.2
740,Suriname,2010,Labour force participation - Male,64.2
740,Suriname,2010,Unemployment rate - Male,3.7
740,Suriname,2010,Labour force participation - Female,38.9
740,Suriname,2010,Unemployment rate - Female,12.8
740,Suriname,2015,Labour force participation - Total,51.6
740,Suriname,2015,Unemployment rate - Total,7.2
740,Suriname,2015,Labour force participation - Male,64
740,Suriname,2015,Unemployment rate - Male,4.5
740,Suriname,2015,Labour force participation - Female,39.3
740,Suriname,2015,Unemployment rate - Female,11.7
740,Suriname,2020,Labour force participation - Total,51
740,Suriname,2020,Unemployment rate - Total,7.5
740,Suriname,2020,Labour force participation - Male,63.4
740,Suriname,2020,Unemployment rate - Male,4.6
740,Suriname,2020,Labour force participation - Female,38.8
740,Suriname,2020,Unemployment rate - Female,12.1
752,Sweden,2005,Labour force participation - Total,62.9
752,Sweden,2005,Unemployment rate - Total,7.5
752,Sweden,2005,Labour force participation - Male,67
752,Sweden,2005,Unemployment rate - Male,7.6
752,Sweden,2005,Labour force participation - Female,58.8
752,Sweden,2005,Unemployment rate - Female,7.4
752,Sweden,2010,Labour force participation - Total,63.2
752,Sweden,2010,Unemployment rate - Total,8.6
752,Sweden,2010,Labour force participation - Male,67.4
752,Sweden,2010,Unemployment rate - Male,8.7
752,Sweden,2010,Labour force participation - Female,59
752,Sweden,2010,Unemployment rate - Female,8.5
752,Sweden,2015,Labour force participation - Total,64
752,Sweden,2015,Unemployment rate - Total,7.4
752,Sweden,2015,Labour force participation - Male,67.4
752,Sweden,2015,Unemployment rate - Male,7.6
752,Sweden,2015,Labour force participation - Female,60.7
752,Sweden,2015,Unemployment rate - Female,7.3
752,Sweden,2020,Labour force participation - Total,64.6
752,Sweden,2020,Unemployment rate - Total,6.7
752,Sweden,2020,Labour force participation - Male,67.7
752,Sweden,2020,Unemployment rate - Male,7.1
752,Sweden,2020,Labour force participation - Female,61.5
752,Sweden,2020,Unemployment rate - Female,6.3
756,Switzerland,2005,Labour force participation - Total,67
756,Switzerland,2005,Unemployment rate - Total,4.4
756,Switzerland,2005,Labour force participation - Male,75.1
756,Switzerland,2005,Unemployment rate - Male,3.9
756,Switzerland,2005,Labour force participation - Female,59.5
756,Switzerland,2005,Unemployment rate - Female,5.1
756,Switzerland,2010,Labour force participation - Total,67
756,Switzerland,2010,Unemployment rate - Total,4.8
756,Switzerland,2010,Labour force participation - Male,74.3
756,Switzerland,2010,Unemployment rate - Male,4.5
756,Switzerland,2010,Labour force participation - Female,59.9
756,Switzerland,2010,Unemployment rate - Female,5.2
756,Switzerland,2015,Labour force participation - Total,68.2
756,Switzerland,2015,Unemployment rate - Total,4.8
756,Switzerland,2015,Labour force participation - Male,74.2
756,Switzerland,2015,Unemployment rate - Male,4.7
756,Switzerland,2015,Labour force participation - Female,62.4
756,Switzerland,2015,Unemployment rate - Female,4.9
756,Switzerland,2020,Labour force participation - Total,68.1
756,Switzerland,2020,Unemployment rate - Total,4.9
756,Switzerland,2020,Labour force participation - Male,73.5
756,Switzerland,2020,Unemployment rate - Male,4.7
756,Switzerland,2020,Labour force participation - Female,62.9
756,Switzerland,2020,Unemployment rate - Female,5
760,Syrian Arab Republic,2005,Labour force participation - Total,46.6
760,Syrian Arab Republic,2005,Unemployment rate - Total,8.9
760,Syrian Arab Republic,2005,Labour force participation - Male,76.2
760,Syrian Arab Republic,2005,Unemployment rate - Male,6
760,Syrian Arab Republic,2005,Labour force participation - Female,16.2
760,Syrian Arab Republic,2005,Unemployment rate - Female,22.9
760,Syrian Arab Republic,2010,Labour force participation - Total,43
760,Syrian Arab Republic,2010,Unemployment rate - Total,8.6
760,Syrian Arab Republic,2010,Labour force participation - Male,72.8
760,Syrian Arab Republic,2010,Unemployment rate - Male,6.2
760,Syrian Arab Republic,2010,Labour force participation - Female,13.1
760,Syrian Arab Republic,2010,Unemployment rate - Female,22
760,Syrian Arab Republic,2015,Labour force participation - Total,43.9
760,Syrian Arab Republic,2015,Unemployment rate - Total,8.5
760,Syrian Arab Republic,2015,Labour force participation - Male,73.6
760,Syrian Arab Republic,2015,Unemployment rate - Male,6.1
760,Syrian Arab Republic,2015,Labour force participation - Female,14.1
760,Syrian Arab Republic,2015,Unemployment rate - Female,21.2
760,Syrian Arab Republic,2020,Labour force participation - Total,44
760,Syrian Arab Republic,2020,Unemployment rate - Total,8.5
760,Syrian Arab Republic,2020,Labour force participation - Male,74
760,Syrian Arab Republic,2020,Unemployment rate - Male,6.1
760,Syrian Arab Republic,2020,Labour force participation - Female,14.3
760,Syrian Arab Republic,2020,Unemployment rate - Female,20.5
762,Tajikistan,2005,Labour force participation - Total,42.4
762,Tajikistan,2005,Unemployment rate - Total,13
762,Tajikistan,2005,Labour force participation - Male,54.5
762,Tajikistan,2005,Unemployment rate - Male,13.6
762,Tajikistan,2005,Labour force participation - Female,30.3
762,Tajikistan,2005,Unemployment rate - Female,11.8
762,Tajikistan,2010,Labour force participation - Total,43
762,Tajikistan,2010,Unemployment rate - Total,11.6
762,Tajikistan,2010,Labour force participation - Male,56.2
762,Tajikistan,2010,Unemployment rate - Male,12.2
762,Tajikistan,2010,Labour force participation - Female,29.9
762,Tajikistan,2010,Unemployment rate - Female,10.5
762,Tajikistan,2015,Labour force participation - Total,42.2
762,Tajikistan,2015,Unemployment rate - Total,11.5
762,Tajikistan,2015,Labour force participation - Male,52.9
762,Tajikistan,2015,Unemployment rate - Male,12.2
762,Tajikistan,2015,Labour force participation - Female,31.4
762,Tajikistan,2015,Unemployment rate - Female,10.4
762,Tajikistan,2020,Labour force participation - Total,42.1
762,Tajikistan,2020,Unemployment rate - Total,11
762,Tajikistan,2020,Labour force participation - Male,52.9
762,Tajikistan,2020,Unemployment rate - Male,11.7
762,Tajikistan,2020,Labour force participation - Female,31.3
762,Tajikistan,2020,Unemployment rate - Female,9.8
764,Thailand,2005,Labour force participation - Total,72.5
764,Thailand,2005,Unemployment rate - Total,1.4
764,Thailand,2005,Labour force participation - Male,80.9
764,Thailand,2005,Unemployment rate - Male,1.5
764,Thailand,2005,Labour force participation - Female,64.6
764,Thailand,2005,Unemployment rate - Female,1.2
764,Thailand,2010,Labour force participation - Total,71.7
764,Thailand,2010,Unemployment rate - Total,0.6
764,Thailand,2010,Labour force participation - Male,80.1
764,Thailand,2010,Unemployment rate - Male,0.6
764,Thailand,2010,Labour force participation - Female,63.9
764,Thailand,2010,Unemployment rate - Female,0.6
764,Thailand,2015,Labour force participation - Total,69.1
764,Thailand,2015,Unemployment rate - Total,0.6
764,Thailand,2015,Labour force participation - Male,77.7
764,Thailand,2015,Unemployment rate - Male,0.6
764,Thailand,2015,Labour force participation - Female,60.9
764,Thailand,2015,Unemployment rate - Female,0.6
764,Thailand,2020,Labour force participation - Total,67
764,Thailand,2020,Unemployment rate - Total,0.8
764,Thailand,2020,Labour force participation - Male,75.8
764,Thailand,2020,Unemployment rate - Male,0.8
764,Thailand,2020,Labour force participation - Female,58.9
764,Thailand,2020,Unemployment rate - Female,0.8
626,Timor-Leste,2005,Labour force participation - Total,68.7
626,Timor-Leste,2005,Unemployment rate - Total,3.3
626,Timor-Leste,2005,Labour force participation - Male,74.3
626,Timor-Leste,2005,Unemployment rate - Male,2.7
626,Timor-Leste,2005,Labour force participation - Female,63
626,Timor-Leste,2005,Unemployment rate - Female,3.9
626,Timor-Leste,2010,Labour force participation - Total,65.7
626,Timor-Leste,2010,Unemployment rate - Total,3.3
626,Timor-Leste,2010,Labour force participation - Male,70.7
626,Timor-Leste,2010,Unemployment rate - Male,2.7
626,Timor-Leste,2010,Labour force participation - Female,60.6
626,Timor-Leste,2010,Unemployment rate - Female,4
626,Timor-Leste,2015,Labour force participation - Total,66.6
626,Timor-Leste,2015,Unemployment rate - Total,4.5
626,Timor-Leste,2015,Labour force participation - Male,71.9
626,Timor-Leste,2015,Unemployment rate - Male,3.3
626,Timor-Leste,2015,Labour force participation - Female,61.2
626,Timor-Leste,2015,Unemployment rate - Female,5.8
626,Timor-Leste,2020,Labour force participation - Total,67.3
626,Timor-Leste,2020,Unemployment rate - Total,4.6
626,Timor-Leste,2020,Labour force participation - Male,72.7
626,Timor-Leste,2020,Unemployment rate - Male,3.2
626,Timor-Leste,2020,Labour force participation - Female,61.9
626,Timor-Leste,2020,Unemployment rate - Female,6.3
768,Togo,2005,Labour force participation - Total,80.7
768,Togo,2005,Unemployment rate - Total,4.4
768,Togo,2005,Labour force participation - Male,80.7
768,Togo,2005,Unemployment rate - Male,4.5
768,Togo,2005,Labour force participation - Female,80.7
768,Togo,2005,Unemployment rate - Female,4.3
768,Togo,2010,Labour force participation - Total,79.1
768,Togo,2010,Unemployment rate - Total,2.4
768,Togo,2010,Labour force participation - Male,80.7
768,Togo,2010,Unemployment rate - Male,2.7
768,Togo,2010,Labour force participation - Female,77.6
768,Togo,2010,Unemployment rate - Female,2.1
768,Togo,2015,Labour force participation - Total,78.3
768,Togo,2015,Unemployment rate - Total,2.2
768,Togo,2015,Labour force participation - Male,79.9
768,Togo,2015,Unemployment rate - Male,2.7
768,Togo,2015,Labour force participation - Female,76.6
768,Togo,2015,Unemployment rate - Female,1.7
768,Togo,2020,Labour force participation - Total,77.5
768,Togo,2020,Unemployment rate - Total,2
768,Togo,2020,Labour force participation - Male,78.9
768,Togo,2020,Unemployment rate - Male,2.5
768,Togo,2020,Labour force participation - Female,76.1
768,Togo,2020,Unemployment rate - Female,1.5
776,Tonga,2005,Labour force participation - Total,60.3
776,Tonga,2005,Unemployment rate - Total,2.1
776,Tonga,2005,Labour force participation - Male,75.4
776,Tonga,2005,Unemployment rate - Male,1.3
776,Tonga,2005,Labour force participation - Female,45.7
776,Tonga,2005,Unemployment rate - Female,3.5
776,Tonga,2010,Labour force participation - Total,60
776,Tonga,2010,Unemployment rate - Total,1.2
776,Tonga,2010,Labour force participation - Male,75.3
776,Tonga,2010,Unemployment rate - Male,0.6
776,Tonga,2010,Labour force participation - Female,45.4
776,Tonga,2010,Unemployment rate - Female,2.1
776,Tonga,2015,Labour force participation - Total,60
776,Tonga,2015,Unemployment rate - Total,1.1
776,Tonga,2015,Labour force participation - Male,74.8
776,Tonga,2015,Unemployment rate - Male,0.5
776,Tonga,2015,Labour force participation - Female,45.8
776,Tonga,2015,Unemployment rate - Female,2.1
776,Tonga,2020,Labour force participation - Total,59.8
776,Tonga,2020,Unemployment rate - Total,1.2
776,Tonga,2020,Labour force participation - Male,74.3
776,Tonga,2020,Unemployment rate - Male,0.6
776,Tonga,2020,Labour force participation - Female,45.8
776,Tonga,2020,Unemployment rate - Female,2.1
780,Trinidad and Tobago,2005,Labour force participation - Total,64.7
780,Trinidad and Tobago,2005,Unemployment rate - Total,3.1
780,Trinidad and Tobago,2005,Labour force participation - Male,76.1
780,Trinidad and Tobago,2005,Unemployment rate - Male,2.6
780,Trinidad and Tobago,2005,Labour force participation - Female,53.5
780,Trinidad and Tobago,2005,Unemployment rate - Female,3.8
780,Trinidad and Tobago,2010,Labour force participation - Total,62.3
780,Trinidad and Tobago,2010,Unemployment rate - Total,3.8
780,Trinidad and Tobago,2010,Labour force participation - Male,73.9
780,Trinidad and Tobago,2010,Unemployment rate - Male,3.4
780,Trinidad and Tobago,2010,Labour force participation - Female,51.1
780,Trinidad and Tobago,2010,Unemployment rate - Female,4.3
780,Trinidad and Tobago,2015,Labour force participation - Total,61.8
780,Trinidad and Tobago,2015,Unemployment rate - Total,2.2
780,Trinidad and Tobago,2015,Labour force participation - Male,73.2
780,Trinidad and Tobago,2015,Unemployment rate - Male,1.9
780,Trinidad and Tobago,2015,Labour force participation - Female,50.8
780,Trinidad and Tobago,2015,Unemployment rate - Female,2.6
780,Trinidad and Tobago,2020,Labour force participation - Total,59.5
780,Trinidad and Tobago,2020,Unemployment rate - Total,2.8
780,Trinidad and Tobago,2020,Labour force participation - Male,69.6
780,Trinidad and Tobago,2020,Unemployment rate - Male,2.6
780,Trinidad and Tobago,2020,Labour force participation - Female,49.8
780,Trinidad and Tobago,2020,Unemployment rate - Female,3
788,Tunisia,2005,Labour force participation - Total,45.1
788,Tunisia,2005,Unemployment rate - Total,12.9
788,Tunisia,2005,Labour force participation - Male,67.5
788,Tunisia,2005,Unemployment rate - Male,12.1
788,Tunisia,2005,Labour force participation - Female,23.3
788,Tunisia,2005,Unemployment rate - Female,15.2
788,Tunisia,2010,Labour force participation - Total,46.7
788,Tunisia,2010,Unemployment rate - Total,13.1
788,Tunisia,2010,Labour force participation - Male,69.6
788,Tunisia,2010,Unemployment rate - Male,10.9
788,Tunisia,2010,Labour force participation - Female,24.5
788,Tunisia,2010,Unemployment rate - Female,19
788,Tunisia,2015,Labour force participation - Total,46.9
788,Tunisia,2015,Unemployment rate - Total,15.2
788,Tunisia,2015,Labour force participation - Male,70.1
788,Tunisia,2015,Unemployment rate - Male,12.6
788,Tunisia,2015,Labour force participation - Female,24.7
788,Tunisia,2015,Unemployment rate - Female,22.4
788,Tunisia,2020,Labour force participation - Total,45.9
788,Tunisia,2020,Unemployment rate - Total,16.2
788,Tunisia,2020,Labour force participation - Male,69.2
788,Tunisia,2020,Unemployment rate - Male,13.8
788,Tunisia,2020,Labour force participation - Female,23.6
788,Tunisia,2020,Unemployment rate - Female,22.8
792,Turkey,2005,Labour force participation - Total,46
792,Turkey,2005,Unemployment rate - Total,10.6
792,Turkey,2005,Labour force participation - Male,70.1
792,Turkey,2005,Unemployment rate - Male,10.4
792,Turkey,2005,Labour force participation - Female,23.3
792,Turkey,2005,Unemployment rate - Female,11.2
792,Turkey,2010,Labour force participation - Total,47.7
792,Turkey,2010,Unemployment rate - Total,10.7
792,Turkey,2010,Labour force participation - Male,69.6
792,Turkey,2010,Unemployment rate - Male,10.4
792,Turkey,2010,Labour force participation - Female,27
792,Turkey,2010,Unemployment rate - Female,11.4
792,Turkey,2015,Labour force participation - Total,51
792,Turkey,2015,Unemployment rate - Total,10.2
792,Turkey,2015,Labour force participation - Male,71.6
792,Turkey,2015,Unemployment rate - Male,9.2
792,Turkey,2015,Labour force participation - Female,31.5
792,Turkey,2015,Unemployment rate - Female,12.6
792,Turkey,2020,Labour force participation - Total,52.7
792,Turkey,2020,Unemployment rate - Total,12.9
792,Turkey,2020,Labour force participation - Male,72.4
792,Turkey,2020,Unemployment rate - Male,11.7
792,Turkey,2020,Labour force participation - Female,33.9
792,Turkey,2020,Unemployment rate - Female,15.4
795,Turkmenistan,2005,Labour force participation - Total,62.6
795,Turkmenistan,2005,Unemployment rate - Total,7.3
795,Turkmenistan,2005,Labour force participation - Male,75
795,Turkmenistan,2005,Unemployment rate - Male,8.9
795,Turkmenistan,2005,Labour force participation - Female,50.9
795,Turkmenistan,2005,Unemployment rate - Female,5
795,Turkmenistan,2010,Labour force participation - Total,63.3
795,Turkmenistan,2010,Unemployment rate - Total,4
795,Turkmenistan,2010,Labour force participation - Male,76.2
795,Turkmenistan,2010,Unemployment rate - Male,5.2
795,Turkmenistan,2010,Labour force participation - Female,51.1
795,Turkmenistan,2010,Unemployment rate - Female,2.3
795,Turkmenistan,2015,Labour force participation - Total,64.6
795,Turkmenistan,2015,Unemployment rate - Total,4
795,Turkmenistan,2015,Labour force participation - Male,78.2
795,Turkmenistan,2015,Unemployment rate - Male,5.2
795,Turkmenistan,2015,Labour force participation - Female,51.7
795,Turkmenistan,2015,Unemployment rate - Female,2.2
795,Turkmenistan,2020,Labour force participation - Total,64.4
795,Turkmenistan,2020,Unemployment rate - Total,4.1
795,Turkmenistan,2020,Labour force participation - Male,78.2
795,Turkmenistan,2020,Unemployment rate - Male,5.3
795,Turkmenistan,2020,Labour force participation - Female,51.3
795,Turkmenistan,2020,Unemployment rate - Female,2.3
796,Turks and Caicos Islands,2005,Labour force participation - Total,62
796,Turks and Caicos Islands,2008,Labour force participation - Total,64
796,Turks and Caicos Islands,2008,Unemployment rate - Total,8.3
798,Tuvalu,2005,Labour force participation - Total,58.2
798,Tuvalu,2005,Unemployment rate - Total,6.5
798,Tuvalu,2005,Labour force participation - Male,69.6
798,Tuvalu,2005,Unemployment rate - Male,4.9
798,Tuvalu,2005,Labour force participation - Female,47.9
798,Tuvalu,2005,Unemployment rate - Female,8.6
800,Uganda,2005,Labour force participation - Total,70.6
800,Uganda,2005,Unemployment rate - Total,1.9
800,Uganda,2005,Labour force participation - Male,76.5
800,Uganda,2005,Unemployment rate - Male,1.7
800,Uganda,2005,Labour force participation - Female,65.1
800,Uganda,2005,Unemployment rate - Female,2.1
800,Uganda,2010,Labour force participation - Total,71
800,Uganda,2010,Unemployment rate - Total,3.6
800,Uganda,2010,Labour force participation - Male,76.3
800,Uganda,2010,Unemployment rate - Male,3
800,Uganda,2010,Labour force participation - Female,66.1
800,Uganda,2010,Unemployment rate - Female,4.3
800,Uganda,2015,Labour force participation - Total,70.8
800,Uganda,2015,Unemployment rate - Total,1.9
800,Uganda,2015,Labour force participation - Male,75.3
800,Uganda,2015,Unemployment rate - Male,1.4
800,Uganda,2015,Labour force participation - Female,66.7
800,Uganda,2015,Unemployment rate - Female,2.4
800,Uganda,2020,Labour force participation - Total,70.4
800,Uganda,2020,Unemployment rate - Total,1.9
800,Uganda,2020,Labour force participation - Male,73.9
800,Uganda,2020,Unemployment rate - Male,1.5
800,Uganda,2020,Labour force participation - Female,67.1
800,Uganda,2020,Unemployment rate - Female,2.3
804,Ukraine,2005,Labour force participation - Total,55.1
804,Ukraine,2005,Unemployment rate - Total,7.2
804,Ukraine,2005,Labour force participation - Male,62.9
804,Ukraine,2005,Unemployment rate - Male,7.5
804,Ukraine,2005,Labour force participation - Female,48.6
804,Ukraine,2005,Unemployment rate - Female,6.8
804,Ukraine,2010,Labour force participation - Total,55
804,Ukraine,2010,Unemployment rate - Total,8.1
804,Ukraine,2010,Labour force participation - Male,63
804,Ukraine,2010,Unemployment rate - Male,9.3
804,Ukraine,2010,Labour force participation - Female,48.4
804,Ukraine,2010,Unemployment rate - Female,6.8
804,Ukraine,2015,Labour force participation - Total,54.7
804,Ukraine,2015,Unemployment rate - Total,9.1
804,Ukraine,2015,Labour force participation - Male,63.6
804,Ukraine,2015,Unemployment rate - Male,10.1
804,Ukraine,2015,Labour force participation - Female,47.4
804,Ukraine,2015,Unemployment rate - Female,8.1
804,Ukraine,2020,Labour force participation - Total,53.9
804,Ukraine,2020,Unemployment rate - Total,8.9
804,Ukraine,2020,Labour force participation - Male,62.8
804,Ukraine,2020,Unemployment rate - Male,9.9
804,Ukraine,2020,Labour force participation - Female,46.5
804,Ukraine,2020,Unemployment rate - Female,7.9
784,United Arab Emirates,2005,Labour force participation - Total,78.6
784,United Arab Emirates,2005,Unemployment rate - Total,3.1
784,United Arab Emirates,2005,Labour force participation - Male,92.6
784,United Arab Emirates,2005,Unemployment rate - Male,2.6
784,United Arab Emirates,2005,Labour force participation - Female,37.3
784,United Arab Emirates,2005,Unemployment rate - Female,7.2
784,United Arab Emirates,2010,Labour force participation - Total,83.8
784,United Arab Emirates,2010,Unemployment rate - Total,2.5
784,United Arab Emirates,2010,Labour force participation - Male,94.7
784,United Arab Emirates,2010,Unemployment rate - Male,2.1
784,United Arab Emirates,2010,Labour force participation - Female,44.3
784,United Arab Emirates,2010,Unemployment rate - Female,5.9
784,United Arab Emirates,2015,Labour force participation - Total,83
784,United Arab Emirates,2015,Unemployment rate - Total,1.9
784,United Arab Emirates,2015,Labour force participation - Male,94.7
784,United Arab Emirates,2015,Unemployment rate - Male,1.4
784,United Arab Emirates,2015,Labour force participation - Female,50.6
784,United Arab Emirates,2015,Unemployment rate - Female,4.7
784,United Arab Emirates,2020,Labour force participation - Total,82.2
784,United Arab Emirates,2020,Unemployment rate - Total,2.5
784,United Arab Emirates,2020,Labour force participation - Male,93.6
784,United Arab Emirates,2020,Unemployment rate - Male,1.7
784,United Arab Emirates,2020,Labour force participation - Female,52.5
784,United Arab Emirates,2020,Unemployment rate - Female,6
826,United Kingdom,2005,Labour force participation - Total,61.8
826,United Kingdom,2005,Unemployment rate - Total,4.8
826,United Kingdom,2005,Labour force participation - Male,69.2
826,United Kingdom,2005,Unemployment rate - Male,5.1
826,United Kingdom,2005,Labour force participation - Female,54.7
826,United Kingdom,2005,Unemployment rate - Female,4.3
