Region,Year,Series,Value
Saint Lucia,2005,Unemployment rate - Female,23.1
Saint Lucia,2010,Labour force participation - Total,65.8
Saint Lucia,2010,Unemployment rate - Total,17.1
Saint Lucia,2010,Labour force participation - Male,74.9
Saint Lucia,2010,Unemployment rate - Male,16.1
Saint Lucia,2010,Labour force participation - Female,57
Saint Lucia,2010,Unemployment rate - Female,18.4
Saint Lucia,2015,Labour force participation - Total,66.7
Saint Lucia,2015,Unemployment rate - Total,24.1
Saint Lucia,2015,Labour force participation - Male,75.2
Saint Lucia,2015,Unemployment rate - Male,21.4
Saint Lucia,2015,Labour force participation - Female,58.5
Saint Lucia,2015,Unemployment rate - Female,27.5
Saint Lucia,2020,Labour force participation - Total,67.2
Saint Lucia,2020,Unemployment rate - Total,20.2
Saint Lucia,2020,Labour force participation - Male,74.9
Saint Lucia,2020,Unemployment rate - Male,17.9
Saint Lucia,2020,Labour force participation - Female,59.7
Saint Lucia,2020,Unemployment rate - Female,22.9
Saint Vincent & Grenadines,2005,Labour force participation - Total,66.6
Saint Vincent & Grenadines,2005,Unemployment rate - Total,20.1
Saint Vincent & Grenadines,2005,Labour force participation - Male,80
Saint Vincent & Grenadines,2005,Unemployment rate - Male,21.5
Saint Vincent & Grenadines,2005,Labour force participation - Female,52.8
Saint Vincent & Grenadines,2005,Unemployment rate - Female,17.8
Saint Vincent & Grenadines,2010,Labour force participation - Total,65.9
Saint Vincent & Grenadines,2010,Unemployment rate - Total,19.4
Saint Vincent & Grenadines,2010,Labour force participation - Male,78.4
Saint Vincent & Grenadines,2010,Unemployment rate - Male,21
Saint Vincent & Grenadines,2010,Labour force participation - Female,52.9
Saint Vincent & Grenadines,2010,Unemployment rate - Female,17.1
Saint Vincent & Grenadines,2015,Labour force participation - Total,65.7
Saint Vincent & Grenadines,2015,Unemployment rate - Total,19.3
Saint Vincent & Grenadines,2015,Labour force participation - Male,77.6
Saint Vincent & Grenadines,2015,Unemployment rate - Male,20.8
Saint Vincent & Grenadines,2015,Labour force participation - Female,53.4
Saint Vincent & Grenadines,2015,Unemployment rate - Female,17.1
Saint Vincent & Grenadines,2020,Labour force participation - Total,65.8
Saint Vincent & Grenadines,2020,Unemployment rate - Total,18.9
Saint Vincent & Grenadines,2020,Labour force participation - Male,76.9
Saint Vincent & Grenadines,2020,Unemployment rate - Male,20.4
Saint Vincent & Grenadines,2020,Labour force participation - Female,54.5
Saint Vincent & Grenadines,2020,Unemployment rate - Female,16.7
Samoa,2005,Labour force participation - Total,44.7
Samoa,2005,Unemployment rate - Total,5.2
Samoa,2005,Labour force participation - Male,56.5
Samoa,2005,Unemployment rate - Male,4.6
Samoa,2005,Labour force participation - Female,32.1
Samoa,2005,Unemployment rate - Female,6.3
Samoa,2010,Labour force participation - Total,44.2
Samoa,2010,Unemployment rate - Total,5.6
Samoa,2010,Labour force participation - Male,56
Samoa,2010,Unemployment rate - Male,5.1
Samoa,2010,Labour force participation - Female,31.6
Samoa,2010,Unemployment rate - Female,6.5
Samoa,2015,Labour force participation - Total,44.5
Samoa,2015,Unemployment rate - Total,8.7
Samoa,2015,Labour force participation - Male,56.5
Samoa,2015,Unemployment rate - Male,7.8
Samoa,2015,Labour force participation - Female,31.7
Samoa,2015,Unemployment rate - Female,10.3
Samoa,2020,Labour force participation - Total,43.5
Samoa,2020,Unemployment rate - Total,8.4
Samoa,2020,Labour force participation - Male,55.2
Samoa,2020,Unemployment rate - Male,7.6
Samoa,2020,Labour force participation - Female,31
Samoa,2020,Unemployment rate - Female,9.8
San Marino,2003,Labour force participation - Total,66.2
San Marino,2003,Labour force participation - Male,79.2
San Marino,2003,Labour force participation - Female,53.8
San Marino,2010,Unemployment rate - Total,4.4
San Marino,2010,Unemployment rate - Male,2.1
San Marino,2010,Unemployment rate - Female,7.3
San Marino,2014,Unemployment rate - Total,6.6
San Marino,2014,Unemployment rate - Male,4.3
San Marino,2014,Unemployment rate - Female,9.5
Sao Tome and Principe,2005,Labour force participation - Total,56.2
Sao Tome and Principe,2005,Unemployment rate - Total,16.5
Sao Tome and Principe,2005,Labour force participation - Male,73.6
Sao Tome and Principe,2005,Unemployment rate - Male,11.3
Sao Tome and Principe,2005,Labour force participation - Female,39.6
Sao Tome and Principe,2005,Unemployment rate - Female,25.7
Sao Tome and Principe,2010,Labour force participation - Total,58.7
Sao Tome and Principe,2010,Unemployment rate - Total,14.7
Sao Tome and Principe,2010,Labour force participation - Male,76.2
Sao Tome and Principe,2010,Unemployment rate - Male,9.8
Sao Tome and Principe,2010,Labour force participation - Female,41.5
Sao Tome and Principe,2010,Unemployment rate - Female,23.5
Sao Tome and Principe,2015,Labour force participation - Total,58.8
Sao Tome and Principe,2015,Unemployment rate - Total,13.5
Sao Tome and Principe,2015,Labour force participation - Male,76.1
Sao Tome and Principe,2015,Unemployment rate - Male,9.1
Sao Tome and Principe,2015,Labour force participation - Female,41.7
Sao Tome and Principe,2015,Unemployment rate - Female,21.4
Sao Tome and Principe,2020,Labour force participation - Total,57.5
Sao Tome and Principe,2020,Unemployment rate - Total,13.7
Sao Tome and Principe,2020,Labour force participation - Male,74.1
Sao Tome and Principe,2020,Unemployment rate - Male,9.4
Sao Tome and Principe,2020,Labour force participation - Female,41.2
Sao Tome and Principe,2020,Unemployment rate - Female,21.3
Saudi Arabia,2005,Labour force participation - Total,50.5
Saudi Arabia,2005,Unemployment rate - Total,6.1
Saudi Arabia,2005,Labour force participation - Male,74
Saudi Arabia,2005,Unemployment rate - Male,4.7
Saudi Arabia,2005,Labour force participation - Female,17.7
Saudi Arabia,2005,Unemployment rate - Female,14.2
Saudi Arabia,2010,Labour force participation - Total,51.3
Saudi Arabia,2010,Unemployment rate - Total,5.6
Saudi Arabia,2010,Labour force participation - Male,74.6
Saudi Arabia,2010,Unemployment rate - Male,3.5
Saudi Arabia,2010,Labour force participation - Female,18.3
Saudi Arabia,2010,Unemployment rate - Female,17.5
Saudi Arabia,2015,Labour force participation - Total,56.1
Saudi Arabia,2015,Unemployment rate - Total,5.6
Saudi Arabia,2015,Labour force participation - Male,79.5
Saudi Arabia,2015,Unemployment rate - Male,2.5
Saudi Arabia,2015,Labour force participation - Female,22.2
Saudi Arabia,2015,Unemployment rate - Female,21.7
Saudi Arabia,2020,Labour force participation - Total,56.2
Saudi Arabia,2020,Unemployment rate - Total,5.9
Saudi Arabia,2020,Labour force participation - Male,78.7
Saudi Arabia,2020,Unemployment rate - Male,2.8
Saudi Arabia,2020,Labour force participation - Female,22.3
Saudi Arabia,2020,Unemployment rate - Female,22.5
Senegal,2005,Labour force participation - Total,50.8
Senegal,2005,Unemployment rate - Total,8.9
Senegal,2005,Labour force participation - Male,69.4
Senegal,2005,Unemployment rate - Male,7.1
Senegal,2005,Labour force participation - Female,33.9
Senegal,2005,Unemployment rate - Female,12.3
Senegal,2010,Labour force participation - Total,48.5
Senegal,2010,Unemployment rate - Total,10.4
Senegal,2010,Labour force participation - Male,64.4
Senegal,2010,Unemployment rate - Male,8.2
Senegal,2010,Labour force participation - Female,34.3
Senegal,2010,Unemployment rate - Female,14
Senegal,2015,Labour force participation - Total,45.7
Senegal,2015,Unemployment rate - Total,6.8
Senegal,2015,Labour force participation - Male,58
Senegal,2015,Unemployment rate - Male,6.4
Senegal,2015,Labour force participation - Female,34.7
Senegal,2015,Unemployment rate - Female,7.3
Senegal,2020,Labour force participation - Total,45.7
Senegal,2020,Unemployment rate - Total,6.7
Senegal,2020,Labour force participation - Male,57.5
Senegal,2020,Unemployment rate - Male,5.9
Senegal,2020,Labour force participation - Female,35.1
Senegal,2020,Unemployment rate - Female,7.8
Serbia,2005,Labour force participation - Total,54.7
Serbia,2005,Unemployment rate - Total,20.9
Serbia,2005,Labour force participation - Male,64.6
Serbia,2005,Unemployment rate - Male,16.8
Serbia,2005,Labour force participation - Female,45.5
Serbia,2005,Unemployment rate - Female,26.2
Serbia,2010,Labour force participation - Total,50.8
Serbia,2010,Unemployment rate - Total,19.2
Serbia,2010,Labour force participation - Male,59.2
Serbia,2010,Unemployment rate - Male,18.5
Serbia,2010,Labour force participation - Female,42.9
Serbia,2010,Unemployment rate - Female,20.2
Serbia,2015,Labour force participation - Total,52.1
Serbia,2015,Unemployment rate - Total,17.7
Serbia,2015,Labour force participation - Male,60.4
Serbia,2015,Unemployment rate - Male,16.8
Serbia,2015,Labour force participation - Female,44.2
Serbia,2015,Unemployment rate - Female,18.8
Serbia,2020,Labour force participation - Total,54.7
Serbia,2020,Unemployment rate - Total,12.7
Serbia,2020,Labour force participation - Male,62.6
Serbia,2020,Unemployment rate - Male,11.7
Serbia,2020,Labour force participation - Female,47.3
Serbia,2020,Unemployment rate - Female,14.1
Seychelles,2005,Labour force participation - Total,72.1
Seychelles,2005,Unemployment rate - Total,5.5
Seychelles,2005,Unemployment rate - Male,6.1
Seychelles,2005,Unemployment rate - Female,4.9
Seychelles,2011,Labour force participation - Total,65
Seychelles,2011,Unemployment rate - Total,4.1
Seychelles,2011,Labour force participation - Male,68.3
Seychelles,2011,Unemployment rate - Male,3.8
Seychelles,2011,Labour force participation - Female,61.9
Seychelles,2011,Unemployment rate - Female,4.5
Sierra Leone,2005,Labour force participation - Total,64.5
Sierra Leone,2005,Unemployment rate - Total,3.5
Sierra Leone,2005,Labour force participation - Male,65.5
Sierra Leone,2005,Unemployment rate - Male,4.6
Sierra Leone,2005,Labour force participation - Female,63.6
Sierra Leone,2005,Unemployment rate - Female,2.4
Sierra Leone,2010,Labour force participation - Total,60.7
Sierra Leone,2010,Unemployment rate - Total,4.2
Sierra Leone,2010,Labour force participation - Male,61.6
Sierra Leone,2010,Unemployment rate - Male,5
Sierra Leone,2010,Labour force participation - Female,59.8
Sierra Leone,2010,Unemployment rate - Female,3.3
Sierra Leone,2015,Labour force participation - Total,58.2
Sierra Leone,2015,Unemployment rate - Total,4.6
Sierra Leone,2015,Labour force participation - Male,59.3
Sierra Leone,2015,Unemployment rate - Male,5.5
Sierra Leone,2015,Labour force participation - Female,57.1
Sierra Leone,2015,Unemployment rate - Female,3.8
Sierra Leone,2020,Labour force participation - Total,57.8
Sierra Leone,2020,Unemployment rate - Total,4.4
Sierra Leone,2020,Labour force participation - Male,58.4
Sierra Leone,2020,Unemployment rate - Male,5.2
Sierra Leone,2020,Labour force participation - Female,57.2
Sierra Leone,2020,Unemployment rate - Female,3.6
Singapore,2005,Labour force participation - Total,65.6
Singapore,2005,Unemployment rate - Total,5.6
Singapore,2005,Labour force participation - Male,77.8
Singapore,2005,Unemployment rate - Male,5.3
Singapore,2005,Labour force participation - Female,53.3
Singapore,2005,Unemployment rate - Female,6.1
Singapore,2010,Labour force participation - Total,68.8
Singapore,2010,Unemployment rate - Total,4.1
Singapore,2010,Labour force participation - Male,78.7
Singapore,2010,Unemployment rate - Male,3.9
Singapore,2010,Labour force participation - Female,58.1
Singapore,2010,Unemployment rate - Female,4.4
Singapore,2015,Labour force participation - Total,71.4
Singapore,2015,Unemployment rate - Total,3.8
Singapore,2015,Labour force participation - Male,79.4
Singapore,2015,Unemployment rate - Male,3.7
Singapore,2015,Labour force participation - Female,62.6
Singapore,2015,Unemployment rate - Female,4
Singapore,2020,Labour force participation - Total,70.4
Singapore,2020,Unemployment rate - Total,4.4
Singapore,2020,Labour force participation - Male,78.2
Singapore,2020,Unemployment rate - Male,4.3
Singapore,2020,Labour force participation - Female,61.8
Singapore,2020,Unemployment rate - Female,4.5
Slovakia,2005,Labour force participation - Total,59.6
Slovakia,2005,Unemployment rate - Total,16.3
Slovakia,2005,Labour force participation - Male,68.6
Slovakia,2005,Unemployment rate - Male,15.5
Slovakia,2005,Labour force participation - Female,51.3
Slovakia,2005,Unemployment rate - Female,17.2
Slovakia,2010,Labour force participation - Total,58.8
Slovakia,2010,Unemployment rate - Total,14.4
Slovakia,2010,Labour force participation - Male,67.6
Slovakia,2010,Unemployment rate - Male,14.2
Slovakia,2010,Labour force participation - Female,50.6
Slovakia,2010,Unemployment rate - Female,14.6
Slovakia,2015,Labour force participation - Total,59.6
Slovakia,2015,Unemployment rate - Total,11.5
Slovakia,2015,Labour force participation - Male,67.8
Slovakia,2015,Unemployment rate - Male,10.3
Slovakia,2015,Labour force participation - Female,52
Slovakia,2015,Unemployment rate - Female,12.9
Slovakia,2020,Labour force participation - Total,59.3
Slovakia,2020,Unemployment rate - Total,5.1
Slovakia,2020,Labour force participation - Male,67.1
Slovakia,2020,Unemployment rate - Male,4.6
Slovakia,2020,Labour force participation - Female,52
Slovakia,2020,Unemployment rate - Female,5.7
Slovenia,2005,Labour force participation - Total,59.2
Slovenia,2005,Unemployment rate - Total,6.5
Slovenia,2005,Labour force participation - Male,66
Slovenia,2005,Unemployment rate - Male,6.1
Slovenia,2005,Labour force participation - Female,52.8
Slovenia,2005,Unemployment rate - Female,7
Slovenia,2010,Labour force participation - Total,59.2
Slovenia,2010,Unemployment rate - Total,7.2
Slovenia,2010,Labour force participation - Male,65.5
Slovenia,2010,Unemployment rate - Male,7.4
Slovenia,2010,Labour force participation - Female,53.1
Slovenia,2010,Unemployment rate - Female,7
Slovenia,2015,Labour force participation - Total,57.4
Slovenia,2015,Unemployment rate - Total,9
Slovenia,2015,Labour force participation - Male,62.9
Slovenia,2015,Unemployment rate - Male,8.1
Slovenia,2015,Labour force participation - Female,52
Slovenia,2015,Unemployment rate - Female,10
Slovenia,2020,Labour force participation - Total,57.8
Slovenia,2020,Unemployment rate - Total,3.8
Slovenia,2020,Labour force participation - Male,62.8
Slovenia,2020,Unemployment rate - Male,3.7
Slovenia,2020,Labour force participation - Female,53
Slovenia,2020,Unemployment rate - Female,3.9
Solomon Islands,2005,Labour force participation - Total,84.5
Solomon Islands,2005,Unemployment rate - Total,2
Solomon Islands,2005,Labour force participation - Male,86.1
Solomon Islands,2005,Unemployment rate - Male,2.2
Solomon Islands,2005,Labour force participation - Female,82.9
Solomon Islands,2005,Unemployment rate - Female,1.9
Solomon Islands,2010,Labour force participation - Total,84.4
Solomon Islands,2010,Unemployment rate - Total,1.7
Solomon Islands,2010,Labour force participation - Male,86
Solomon Islands,2010,Unemployment rate - Male,1.7
Solomon Islands,2010,Labour force participation - Female,82.7
Solomon Islands,2010,Unemployment rate - Female,1.7
Solomon Islands,2015,Labour force participation - Total,83.9
Solomon Islands,2015,Unemployment rate - Total,0.7
Solomon Islands,2015,Labour force participation - Male,85.6
Solomon Islands,2015,Unemployment rate - Male,0.7
Solomon Islands,2015,Labour force participation - Female,82.3
Solomon Islands,2015,Unemployment rate - Female,0.7
Solomon Islands,2020,Labour force participation - Total,83.8
Solomon Islands,2020,Unemployment rate - Total,0.5
Solomon Islands,2020,Labour force participation - Male,85.5
Solomon Islands,2020,Unemployment rate - Male,0.5
Solomon Islands,2020,Labour force participation - Female,82.1
Solomon Islands,2020,Unemployment rate - Female,0.6
Somalia,2005,Labour force participation - Total,48.5
Somalia,2005,Unemployment rate - Total,11.7
Somalia,2005,Labour force participation - Male,76.1
Somalia,2005,Unemployment rate - Male,11.8
Somalia,2005,Labour force participation - Female,21.1
Somalia,2005,Unemployment rate - Female,11.2
Somalia,2010,Labour force participation - Total,47.4
Somalia,2010,Unemployment rate - Total,11.7
Somalia,2010,Labour force participation - Male,74.8
Somalia,2010,Unemployment rate - Male,11.8
Somalia,2010,Labour force participation - Female,20.5
Somalia,2010,Unemployment rate - Female,11.4
Somalia,2015,Labour force participation - Total,47.1
Somalia,2015,Unemployment rate - Total,11.6
Somalia,2015,Labour force participation - Male,73.6
Somalia,2015,Unemployment rate - Male,11.7
Somalia,2015,Labour force participation - Female,21.2
Somalia,2015,Unemployment rate - Female,11.4
Somalia,2020,Labour force participation - Total,47.4
Somalia,2020,Unemployment rate - Total,11.4
Somalia,2020,Labour force participation - Male,73.7
Somalia,2020,Unemployment rate - Male,11.5
Somalia,2020,Labour force participation - Female,21.8
Somalia,2020,Unemployment rate - Female,11.1
South Africa,2005,Labour force participation - Total,55.2
South Africa,2005,Unemployment rate - Total,29.3
South Africa,2005,Labour force participation - Male,63.9
South Africa,2005,Unemployment rate - Male,23.6
South Africa,2005,Labour force participation - Female,46.9
South Africa,2005,Unemployment rate - Female,36.6
South Africa,2010,Labour force participation - Total,52.5
South Africa,2010,Unemployment rate - Total,24.7
South Africa,2010,Labour force participation - Male,60.4
South Africa,2010,Unemployment rate - Male,22.9
South Africa,2010,Labour force participation - Female,44.9
South Africa,2010,Unemployment rate - Female,27
South Africa,2015,Labour force participation - Total,55.4
South Africa,2015,Unemployment rate - Total,25.2
South Africa,2015,Labour force participation - Male,62.5
South Africa,2015,Unemployment rate - Male,23.2
South Africa,2015,Labour force participation - Female,48.6
South Africa,2015,Unemployment rate - Female,27.5
South Africa,2020,Labour force participation - Total,56
South Africa,2020,Unemployment rate - Total,28.5
South Africa,2020,Labour force participation - Male,62.7
South Africa,2020,Unemployment rate - Male,26.5
South Africa,2020,Labour force participation - Female,49.7
South Africa,2020,Unemployment rate - Female,30.8
South Sudan,2005,Labour force participation - Total,73.8
South Sudan,2005,Unemployment rate - Total,12.6
South Sudan,2005,Labour force participation - Male,77.1
South Sudan,2005,Unemployment rate - Male,11.6
South Sudan,2005,Labour force participation - Female,70.6
South Sudan,2005,Unemployment rate - Female,13.8
South Sudan,2010,Labour force participation - Total,73.3
South Sudan,2010,Unemployment rate - Total,12.7
South Sudan,2010,Labour force participation - Male,76
South Sudan,2010,Unemployment rate - Male,11.6
South Sudan,2010,Labour force participation - Female,70.6
South Sudan,2010,Unemployment rate - Female,13.8
South Sudan,2015,Labour force participation - Total,72.6
South Sudan,2015,Unemployment rate - Total,12.6
South Sudan,2015,Labour force participation - Male,74.6
South Sudan,2015,Unemployment rate - Male,11.4
South Sudan,2015,Labour force participation - Female,70.7
South Sudan,2015,Unemployment rate - Female,13.8
South Sudan,2020,Labour force participation - Total,72.4
South Sudan,2020,Unemployment rate - Total,12.3
South Sudan,2020,Labour force participation - Male,73.8
South Sudan,2020,Unemployment rate - Male,11.1
South Sudan,2020,Labour force participation - Female,71
South Sudan,2020,Unemployment rate - Female,13.4
Spain,2005,Labour force participation - Total,56.9
Spain,2005,Unemployment rate - Total,9.2
Spain,2005,Labour force participation - Male,68
Spain,2005,Unemployment rate - Male,7.1
Spain,2005,Labour force participation - Female,46.1
Spain,2005,Unemployment rate - Female,12
Spain,2010,Labour force participation - Total,59.3
Spain,2010,Unemployment rate - Total,19.9
Spain,2010,Labour force participation - Male,67.2
Spain,2010,Unemployment rate - Male,19.6
Spain,2010,Labour force participation - Female,51.7
Spain,2010,Unemployment rate - Female,20.2
Spain,2015,Labour force participation - Total,58.5
Spain,2015,Unemployment rate - Total,22.1
Spain,2015,Labour force participation - Male,64.7
Spain,2015,Unemployment rate - Male,20.8
Spain,2015,Labour force participation - Female,52.6
Spain,2015,Unemployment rate - Female,23.6
Spain,2020,Labour force participation - Total,57.2
Spain,2020,Unemployment rate - Total,13
Spain,2020,Labour force participation - Male,63
Spain,2020,Unemployment rate - Male,10.8
Spain,2020,Labour force participation - Female,51.6
Spain,2020,Unemployment rate - Female,15.6
Sri Lanka,2005,Labour force participation - Total,56.4
Sri Lanka,2005,Unemployment rate - Total,7.7
Sri Lanka,2005,Labour force participation - Male,76.8
Sri Lanka,2005,Unemployment rate - Male,5.6
Sri Lanka,2005,Labour force participation - Female,36.9
Sri Lanka,2005,Unemployment rate - Female,11.9
Sri Lanka,2010,Labour force participation - Total,54.6
Sri Lanka,2010,Unemployment rate - Total,4.8
Sri Lanka,2010,Labour force participation - Male,76.5
Sri Lanka,2010,Unemployment rate - Male,3.5
Sri Lanka,2010,Labour force participation - Female,34.4
Sri Lanka,2010,Unemployment rate - Female,7.5
Sri Lanka,2015,Labour force participation - Total,54.8
Sri Lanka,2015,Unemployment rate - Total,4.5
Sri Lanka,2015,Labour force participation - Male,75.8
Sri Lanka,2015,Unemployment rate - Male,3
Sri Lanka,2015,Labour force participation - Female,35.7
Sri Lanka,2015,Unemployment rate - Female,7.5
Sri Lanka,2020,Labour force participation - Total,53.7
Sri Lanka,2020,Unemployment rate - Total,4.2
Sri Lanka,2020,Labour force participation - Male,74.3
Sri Lanka,2020,Unemployment rate - Male,2.9
Sri Lanka,2020,Labour force participation - Female,35.3
Sri Lanka,2020,Unemployment rate - Female,6.6
State of Palestine,2005,Labour force participation - Total,38.9
State of Palestine,2005,Unemployment rate - Total,20
State of Palestine,2005,Labour force participation - Male,64.5
State of Palestine,2005,Unemployment rate - Male,20.7
State of Palestine,2005,Labour force participation - Female,12.7
State of Palestine,2005,Unemployment rate - Female,16.7
State of Palestine,2010,Labour force participation - Total,39.5
State of Palestine,2010,Unemployment rate - Total,21.4
State of Palestine,2010,Labour force participation - Male,64.7
State of Palestine,2010,Unemployment rate - Male,21.4
State of Palestine,2010,Labour force participation - Female,13.8
State of Palestine,2010,Unemployment rate - Female,21.6
State of Palestine,2015,Labour force participation - Total,43.7
State of Palestine,2015,Unemployment rate - Total,23
State of Palestine,2015,Labour force participation - Male,69.2
State of Palestine,2015,Unemployment rate - Male,20.2
State of Palestine,2015,Labour force participation - Female,17.6
State of Palestine,2015,Unemployment rate - Female,34.3
State of Palestine,2020,Labour force participation - Total,44.1
State of Palestine,2020,Unemployment rate - Total,26.1
State of Palestine,2020,Labour force participation - Male,69.8
State of Palestine,2020,Unemployment rate - Male,22.4
State of Palestine,2020,Labour force participation - Female,17.9
State of Palestine,2020,Unemployment rate - Female,40.6
Sudan,2005,Labour force participation - Total,50.5
Sudan,2005,Unemployment rate - Total,15.3
Sudan,2005,Labour force participation - Male,73.1
Sudan,2005,Unemployment rate - Male,13.4
Sudan,2005,Labour force participation - Female,28.2
Sudan,2005,Unemployment rate - Female,20.2
Sudan,2010,Labour force participation - Total,49.4
Sudan,2010,Unemployment rate - Total,15.2
Sudan,2010,Labour force participation - Male,71.3
Sudan,2010,Unemployment rate - Male,10.5
Sudan,2010,Labour force participation - Female,28.1
Sudan,2010,Unemployment rate - Female,26.8
Sudan,2015,Labour force participation - Total,48.7
Sudan,2015,Unemployment rate - Total,17.3
Sudan,2015,Labour force participation - Male,69.2
Sudan,2015,Unemployment rate - Male,11.9
Sudan,2015,Labour force participation - Female,28.6
Sudan,2015,Unemployment rate - Female,30
Sudan,2020,Labour force participation - Total,48.4
Sudan,2020,Unemployment rate - Total,16.6
Sudan,2020,Labour force participation - Male,68.1
Sudan,2020,Unemployment rate - Male,12
Sudan,2020,Labour force participation - Female,29.1
Sudan,2020,Unemployment rate - Female,27.2
Suriname,2005,Labour force participation - Total,50.8
Suriname,2005,Unemployment rate - Total,9.3
Suriname,2005,Labour force participation - Male,65.1
Suriname,2005,Unemployment rate - Male,5.8
Suriname,2005,Labour force participation - Female,36.6
Suriname,2005,Unemployment rate - Female,15.4
Suriname,2010,Labour force participation - Total,51.5
Suriname,2010,Unemployment rate - Total,7.2
Suriname,2010,Labour force participation - Male,64.2
Suriname,2010,Unemployment rate - Male,3.7
Suriname,2010,Labour force participation - Female,38.9
Suriname,2010,Unemployment rate - Female,12.8
Suriname,2015,Labour force participation - Total,51.6
Suriname,2015,Unemployment rate - Total,7.2
Suriname,2015,Labour force participation - Male,64
Suriname,2015,Unemployment rate - Male,4.5
Suriname,2015,Labour force participation - Female,39.3
Suriname,2015,Unemployment rate - Female,11.7
Suriname,2020,Labour force participation - Total,51
Suriname,2020,Unemployment rate - Total,7.5
Suriname,2020,Labour force participation - Male,63.4
Suriname,2020,Unemployment rate - Male,4.6
Suriname,2020,Labour force participation - Female,38.8
Suriname,2020,Unemployment rate - Female,12.1
Sweden,2005,Labour force participation - Total,62.9
Sweden,2005,Unemployment rate - Total,7.5
Sweden,2005,Labour force participation - Male,67
Sweden,2005,Unemployment rate - Male,7.6
Sweden,2005,Labour force participation - Female,58.8
Sweden,2005,Unemployment rate - Female,7.4
Sweden,2010,Labour force participation - Total,63.2
Sweden,2010,Unemployment rate - Total,8.6
Sweden,2010,Labour force participation - Male,67.4
Sweden,2010,Unemployment rate - Male,8.7
Sweden,2010,Labour force participation - Female,59
Sweden,2010,Unemployment rate - Female,8.5
Sweden,2015,Labour force participation - Total,64
Sweden,2015,Unemployment rate - Total,7.4
Sweden,2015,Labour force participation - Male,67.4
Sweden,2015,Unemployment rate - Male,7.6
Sweden,2015,Labour force participation - Female,60.7
Sweden,2015,Unemployment rate - Female,7.3
Sweden,2020,Labour force participation - Total,64.6
Sweden,2020,Unemployment rate - Total,6.7
Sweden,2020,Labour force participation - Male,67.7
Sweden,2020,Unemployment rate - Male,7.1
Sweden,2020,Labour force participation - Female,61.5
Sweden,2020,Unemployment rate - Female,6.3
Switzerland,2005,Labour force participation - Total,67
Switzerland,2005,Unemployment rate - Total,4.4
Switzerland,2005,Labour force participation - Male,75.1
Switzerland,2005,Unemployment rate - Male,3.9
Switzerland,2005,Labour force participation - Female,59.5
Switzerland,2005,Unemployment rate - Female,5.1
Switzerland,2010,Labour force participation - Total,67
Switzerland,2010,Unemployment rate - Total,4.8
Switzerland,2010,Labour force participation - Male,74.3
Switzerland,2010,Unemployment rate - Male,4.5
Switzerland,2010,Labour force participation - Female,59.9
Switzerland,2010,Unemployment rate - Female,5.2
Switzerland,2015,Labour force participation - Total,68.2
Switzerland,2015,Unemployment rate - Total,4.8
Switzerland,2015,Labour force participation - Male,74.2
Switzerland,2015,Unemployment rate - Male,4.7
Switzerland,2015,Labour force participation - Female,62.4
Switzerland,2015,Unemployment rate - Female,4.9
Switzerland,2020,Labour force participation - Total,68.1
Switzerland,2020,Unemployment rate - Total,4.9
Switzerland,2020,Labour force participation - Male,73.5
Switzerland,2020,Unemployment rate - Male,4.7
Switzerland,2020,Labour force participation - Female,62.9
Switzerland,2020,Unemployment rate - Female,5
Syrian Arab Republic,2005,Labour force participation - Total,46.6
Syrian Arab Republic,2005,Unemployment rate - Total,8.9
Syrian Arab Republic,2005,Labour force participation - Male,76.2
Syrian Arab Republic,2005,Unemployment rate - Male,6
Syrian Arab Republic,2005,Labour force participation - Female,16.2
Syrian Arab Republic,2005,Unemployment rate - Female,22.9
Syrian Arab Republic,2010,Labour force participation - Total,43
Syrian Arab Republic,2010,Unemployment rate - Total,8.6
Syrian Arab Republic,2010,Labour force participation - Male,72.8
Syrian Arab Republic,2010,Unemployment rate - Male,6.2
Syrian Arab Republic,2010,Labour force participation - Female,13.1
Syrian Arab Republic,2010,Unemployment rate - Female,22
Syrian Arab Republic,2015,Labour force participation - Total,43.9
Syrian Arab Republic,2015,Unemployment rate - Total,8.5
Syrian Arab Republic,2015,Labour force participation - Male,73.6
Syrian Arab Republic,2015,Unemployment rate - Male,6.1
Syrian Arab Republic,2015,Labour force participation - Female,14.1
Syrian Arab Republic,2015,Unemployment rate - Female,21.2
Syrian Arab Republic,2020,Labour force participation - Total,44
Syrian Arab Republic,2020,Unemployment rate - Total,8.5
Syrian Arab Republic,2020,Labour force participation - Male,74
Syrian Arab Republic,2020,Unemployment rate - Male,6.1
Syrian Arab Republic,2020,Labour force participation - Female,14.3
Syrian Arab Republic,2020,Unemployment rate - Female,20.5
Tajikistan,2005,Labour force participation - Total,42.4
Tajikistan,2005,Unemployment rate - Total,13
Tajikistan,2005,Labour force participation - Male,54.5
Tajikistan,2005,Unemployment rate - Male,13.6
Tajikistan,2005,Labour force participation - Female,30.3
Tajikistan,2005,Unemployment rate - Female,11.8
Tajikistan,2010,Labour force participation - Total,43
Tajikistan,2010,Unemployment rate - Total,11.6
Tajikistan,2010,Labour force participation - Male,56.2
Tajikistan,2010,Unemployment rate - Male,12.2
Tajikistan,2010,Labour force participation - Female,29.9
Tajikistan,2010,Unemployment rate - Female,10.5
Tajikistan,2015,Labour force participation - Total,42.2
Tajikistan,2015,Unemployment rate - Total,11.5
